critic,title,rating
D11,치넬리 비고렐리 샤크,4.7
D12,아르곤 18 갈리움 cs,1.1
D12,엘파마 레이다 로드,1.3
D12,스페셜라이즈드 프레임,1.1
D12,치넬리 벨트릭스,4.4
D12,치넬리 비고렐리 샤크,4.7
D13,아르곤 18 갈리움 cs,1.1
D13,엘파마 레이다 로드,1.3
D13,스페셜라이즈드 프레임,1.1
D13,치넬리 벨트릭스,4.4
D13,치넬리 비고렐리 샤크,4.7
D14,아르곤 18 갈리움 cs,1.1
D14,엘파마 레이다 로드,1.3
D14,스페셜라이즈드 프레임,1.1
D14,치넬리 벨트릭스,4.4
D14,치넬리 비고렐리 샤크,4.7
D15,아르곤 18 갈리움 cs,1.1
D15,엘파마 레이다 로드,1.3
D15,스페셜라이즈드 프레임,1.1
D15,치넬리 벨트릭스,4.4
D15,치넬리 비고렐리 샤크,4.7
D16,아르곤 18 갈리움 cs,1.1
D16,엘파마 레이다 로드,1.3
D16,스페셜라이즈드 프레임,1.1
D16,치넬리 벨트릭스,4.4
D16,치넬리 비고렐리 샤크,4.7
D17,아르곤 18 갈리움 cs,1.1
D17,엘파마 레이다 로드,1.3
D17,스페셜라이즈드 프레임,1.1
D17,치넬리 벨트릭스,4.4
D17,치넬리 비고렐리 샤크,4.7
D18,아르곤 18 갈리움 cs,1.1
D18,엘파마 레이다 로드,1.3
D18,스페셜라이즈드 프레임,1.1
D18,치넬리 벨트릭스,4.4
D18,치넬리 비고렐리 샤크,4.7
D19,아르곤 18 갈리움 cs,1.1
D19,엘파마 레이다 로드,1.3
D19,스페셜라이즈드 프레임,1.1
D19,치넬리 벨트릭스,4.4
D19,치넬리 비고렐리 샤크,4.7
D20,아르곤 18 갈리움 cs,1.1
D20,엘파마 레이다 로드,1.3
D20,스페셜라이즈드 프레임,1.1
D20,치넬리 벨트릭스,4.4
D20,치넬리 비고렐리 샤크,4.7
D21,아르곤 18 갈리움 cs,1.1
D21,엘파마 레이다 로드,1.3
D21,스페셜라이즈드 프레임,1.1
D21,치넬리 벨트릭스,4.4
D21,치넬리 비고렐리 샤크,4.7
D22,아르곤 18 갈리움 cs,1.1
D22,엘파마 레이다 로드,1.3
D22,스페셜라이즈드 프레임,1.1
D22,치넬리 벨트릭스,4.4
D22,치넬리 비고렐리 샤크,4.7
D23,아르곤 18 갈리움 cs,1.1
D23,엘파마 레이다 로드,1.3
D23,스페셜라이즈드 프레임,1.1
D23,치넬리 벨트릭스,4.4
D23,치넬리 비고렐리 샤크,4.7
D24,아르곤 18 갈리움 cs,1.1
D24,엘파마 레이다 로드,1.3
D24,스페셜라이즈드 프레임,1.1
D24,치넬리 벨트릭스,4.4
D24,치넬리 비고렐리 샤크,4.7
D25,아르곤 18 갈리움 cs,1.1
D25,엘파마 레이다 로드,1.3
D25,스페셜라이즈드 프레임,1.1
D25,치넬리 벨트릭스,4.4
D25,치넬리 비고렐리 샤크,4.7
D26,아르곤 18 갈리움 cs,1.1
D26,엘파마 레이다 로드,1.3
D26,스페셜라이즈드 프레임,1.1
D26,치넬리 벨트릭스,4.4
D26,치넬리 비고렐리 샤크,4.7
D27,아르곤 18 갈리움 cs,1.1
D27,엘파마 레이다 로드,1.3
D27,스페셜라이즈드 프레임,1.1
D27,치넬리 벨트릭스,4.4
D27,치넬리 비고렐리 샤크,4.7
D28,아르곤 18 갈리움 cs,1.1
D28,엘파마 레이다 로드,1.3
D28,스페셜라이즈드 프레임,1.1
D28,치넬리 벨트릭스,4.4
D28,치넬리 비고렐리 샤크,4.7
D29,아르곤 18 갈리움 cs,1.1
D29,엘파마 레이다 로드,1.3
D29,스페셜라이즈드 프레임,1.1
D29,치넬리 벨트릭스,4.4
D29,치넬리 비고렐리 샤크,4.7
D30,아르곤 18 갈리움 cs,4.4
D30,엘파마 레이다 로드,4.7
D30,스페셜라이즈드 프레임,4.4
D30,치넬리 벨트릭스,3.6
D30,치넬리 비고렐리 샤크,3.4
D31,아르곤 18 갈리움 cs,4.4
D31,엘파마 레이다 로드,4.7
D31,스페셜라이즈드 프레임,4.4
D31,치넬리 벨트릭스,3.6
D31,치넬리 비고렐리 샤크,3.4
D32,아르곤 18 갈리움 cs,4.4
D32,엘파마 레이다 로드,4.7
D32,스페셜라이즈드 프레임,4.4
D32,치넬리 벨트릭스,3.6
D32,치넬리 비고렐리 샤크,3.4
D33,아르곤 18 갈리움 cs,4.4
D33,엘파마 레이다 로드,4.7
D33,스페셜라이즈드 프레임,4.4
D33,치넬리 벨트릭스,3.6
D33,치넬리 비고렐리 샤크,3.4
D34,아르곤 18 갈리움 cs,4.4
D34,엘파마 레이다 로드,4.7
D34,스페셜라이즈드 프레임,4.4
D34,치넬리 벨트릭스,3.6
D34,치넬리 비고렐리 샤크,3.4
D35,아르곤 18 갈리움 cs,4.4
D35,엘파마 레이다 로드,4.7
D35,스페셜라이즈드 프레임,4.4
D35,치넬리 벨트릭스,3.6
D35,치넬리 비고렐리 샤크,3.4
D36,아르곤 18 갈리움 cs,4.4
D36,엘파마 레이다 로드,4.7
D36,스페셜라이즈드 프레임,4.4
D36,치넬리 벨트릭스,3.6
D36,치넬리 비고렐리 샤크,3.4
D37,아르곤 18 갈리움 cs,4.4
D37,엘파마 레이다 로드,4.7
D37,스페셜라이즈드 프레임,4.4
D37,치넬리 벨트릭스,3.6
D37,치넬리 비고렐리 샤크,3.4
D38,아르곤 18 갈리움 cs,2.2
D38,엘파마 레이다 로드,4.7
D38,스페셜라이즈드 프레임,2.3
D38,치넬리 벨트릭스,4.6
D38,치넬리 비고렐리 샤크,3.4
D39,아르곤 18 갈리움 cs,2.2
D39,엘파마 레이다 로드,4.7
D39,스페셜라이즈드 프레임,2.3
D39,치넬리 벨트릭스,4.6
D39,치넬리 비고렐리 샤크,3.4
D40,아르곤 18 갈리움 cs,2.2
D40,엘파마 레이다 로드,4.7
D40,스페셜라이즈드 프레임,2.3
D40,치넬리 벨트릭스,4.6
D40,치넬리 비고렐리 샤크,3.4
D41,아르곤 18 갈리움 cs,2.2
D41,엘파마 레이다 로드,4.7
D41,스페셜라이즈드 프레임,2.3
D41,치넬리 벨트릭스,4.6
D41,치넬리 비고렐리 샤크,3.4
D42,아르곤 18 갈리움 cs,2.2
D42,엘파마 레이다 로드,4.7
D42,스페셜라이즈드 프레임,2.3
D42,치넬리 벨트릭스,4.6
D42,치넬리 비고렐리 샤크,3.4
D43,아르곤 18 갈리움 cs,2.2
D43,엘파마 레이다 로드,4.7
D43,스페셜라이즈드 프레임,2.3
D43,치넬리 벨트릭스,4.6
D43,치넬리 비고렐리 샤크,3.4
D44,아르곤 18 갈리움 cs,2.2
D44,엘파마 레이다 로드,4.7
D44,스페셜라이즈드 프레임,2.3
D44,치넬리 벨트릭스,4.6
D44,치넬리 비고렐리 샤크,3.4
D45,아르곤 18 갈리움 cs,2.2
D45,엘파마 레이다 로드,4.7
D45,스페셜라이즈드 프레임,2.3
D45,치넬리 벨트릭스,4.6
D45,치넬리 비고렐리 샤크,3.4
D46,아르곤 18 갈리움 cs,2.2
D46,엘파마 레이다 로드,4.7
D46,스페셜라이즈드 프레임,2.3
D46,치넬리 벨트릭스,4.6
D46,치넬리 비고렐리 샤크,3.4
D47,아르곤 18 갈리움 cs,2.2
D47,엘파마 레이다 로드,4.7
D47,스페셜라이즈드 프레임,2.3
D47,치넬리 벨트릭스,4.6
D47,치넬리 비고렐리 샤크,3.4
D48,아르곤 18 갈리움 cs,4.4
D48,엘파마 레이다 로드,4.7
D48,스페셜라이즈드 프레임,4.4
D48,치넬리 벨트릭스,3.6
D48,치넬리 비고렐리 샤크,3.4
D49,아르곤 18 갈리움 cs,4.4
D49,엘파마 레이다 로드,4.7
D49,스페셜라이즈드 프레임,4.4
D49,치넬리 벨트릭스,3.6
D49,치넬리 비고렐리 샤크,3.4
D50,아르곤 18 갈리움 cs,4.4
D50,엘파마 레이다 로드,1.7
D50,스페셜라이즈드 프레임,4.4
D50,치넬리 벨트릭스,1.3
D50,치넬리 비고렐리 샤크,3.4
D51,아르곤 18 갈리움 cs,4.4
D51,엘파마 레이다 로드,1.7
D51,스페셜라이즈드 프레임,4.4
D51,치넬리 벨트릭스,1.3
D51,치넬리 비고렐리 샤크,3.4
D52,아르곤 18 갈리움 cs,4.4
D52,엘파마 레이다 로드,1.7
D52,스페셜라이즈드 프레임,4.4
D52,치넬리 벨트릭스,1.3
D52,치넬리 비고렐리 샤크,3.4
D53,아르곤 18 갈리움 cs,4.4
D53,엘파마 레이다 로드,1.7
D53,스페셜라이즈드 프레임,4.4
D53,치넬리 벨트릭스,1.3
D53,치넬리 비고렐리 샤크,3.4
D54,아르곤 18 갈리움 cs,4.4
D54,엘파마 레이다 로드,1.7
D54,스페셜라이즈드 프레임,4.4
D54,치넬리 벨트릭스,1.3
D54,치넬리 비고렐리 샤크,3.4
TestertzlBo,치넬리 비고렐리 샤크,3.5
TestertzlBo,스페셜라이즈드 프레임,4.5
TestertzlBo,아르곤 18 갈리움 cs,2.0
TestertzlBo,치넬리 벨트릭스,3.0
TestertzlBo,엘파마 레이다 로드,4.0
TesterFEdSS,치넬리 비고렐리 샤크,3.5
TesterFEdSS,스페셜라이즈드 프레임,4.5
TesterFEdSS,아르곤 18 갈리움 cs,2.0
TesterFEdSS,치넬리 벨트릭스,3.0
TesterFEdSS,엘파마 레이다 로드,4.0
TesterCgUrn,치넬리 벨트릭스,3.0
TesterCgUrn,스페셜라이즈드 프레임,3.5
TesterCgUrn,치넬리 비고렐리 샤크,2.0
TesterCgUrn,아르곤 18 갈리움 cs,4.0
TesterCgUrn,엘파마 레이다 로드,3.0
TesterDdBBq,2017 콘스탄틴 버나드,3.5
TesterDdBBq,스페셜라이즈드 프레임,2.5
TesterDdBBq,엘파마 레이다 로드,2.5
TesterDdBBq,아르곤 18 갈리움 cs,4.0
TesterDdBBq,치넬리 비고렐리 샤크,4.5
TesterViaKe,2017 콘스탄틴 버나드,3.5
TesterViaKe,스페셜라이즈드 프레임,2.5
TesterViaKe,엘파마 레이다 로드,2.5
TesterViaKe,아르곤 18 갈리움 cs,4.0
TesterViaKe,치넬리 비고렐리 샤크,4.5
Testerizuyd,2017 콘스탄틴 버나드,3.5
Testerizuyd,스페셜라이즈드 프레임,2.5
Testerizuyd,엘파마 레이다 로드,2.5
Testerizuyd,아르곤 18 갈리움 cs,4.0
Testerizuyd,치넬리 비고렐리 샤크,4.5
TesterJOLYU,2017 콘스탄틴 버나드,3.5
TesterJOLYU,스페셜라이즈드 프레임,2.5
TesterJOLYU,엘파마 레이다 로드,2.5
TesterJOLYU,아르곤 18 갈리움 cs,4.0
TesterJOLYU,치넬리 비고렐리 샤크,4.5
TesterKeLVi,2017 콘스탄틴 버나드,3.5
TesterKeLVi,스페셜라이즈드 프레임,2.5
TesterKeLVi,엘파마 레이다 로드,2.5
TesterKeLVi,아르곤 18 갈리움 cs,4.0
TesterKeLVi,치넬리 비고렐리 샤크,4.5
TesterafeYS,2017 콘스탄틴 버나드,3.5
TesterafeYS,스페셜라이즈드 프레임,2.5
TesterafeYS,엘파마 레이다 로드,2.5
TesterafeYS,아르곤 18 갈리움 cs,4.0
TesterafeYS,치넬리 비고렐리 샤크,4.5
TesterAvfYv,2017 콘스탄틴 버나드,3.5
TesterAvfYv,스페셜라이즈드 프레임,2.5
TesterAvfYv,엘파마 레이다 로드,2.5
TesterAvfYv,아르곤 18 갈리움 cs,4.0
TesterAvfYv,치넬리 비고렐리 샤크,4.5
TesterdAmTK,2017 콘스탄틴 버나드,3.5
TesterdAmTK,스페셜라이즈드 프레임,2.5
TesterdAmTK,엘파마 레이다 로드,2.5
TesterdAmTK,아르곤 18 갈리움 cs,4.0
TesterdAmTK,치넬리 비고렐리 샤크,4.5
TesterebGyy,2017 콘스탄틴 버나드,3.5
TesterebGyy,스페셜라이즈드 프레임,2.5
TesterebGyy,엘파마 레이다 로드,2.5
TesterebGyy,아르곤 18 갈리움 cs,4.0
TesterebGyy,치넬리 비고렐리 샤크,4.5
TesterIjrQd,2017 콘스탄틴 버나드,3.5
TesterIjrQd,스페셜라이즈드 프레임,2.5
TesterIjrQd,엘파마 레이다 로드,2.5
TesterIjrQd,아르곤 18 갈리움 cs,4.0
TesterIjrQd,치넬리 비고렐리 샤크,4.5
TestereyQVa,2017 콘스탄틴 버나드,3.5
TestereyQVa,스페셜라이즈드 프레임,2.5
TestereyQVa,엘파마 레이다 로드,2.5
TestereyQVa,아르곤 18 갈리움 cs,4.0
TestereyQVa,치넬리 비고렐리 샤크,4.5
TesterIazbe,2017 콘스탄틴 버나드,3.5
TesterIazbe,스페셜라이즈드 프레임,2.5
TesterIazbe,엘파마 레이다 로드,2.5
TesterIazbe,아르곤 18 갈리움 cs,4.0
TesterIazbe,치넬리 비고렐리 샤크,4.5
TestermTKnK,2017 콘스탄틴 버나드,3.5
TestermTKnK,스페셜라이즈드 프레임,2.5
TestermTKnK,엘파마 레이다 로드,2.5
TestermTKnK,아르곤 18 갈리움 cs,4.0
TestermTKnK,치넬리 비고렐리 샤크,4.5
TesterCArLM,2017 콘스탄틴 버나드,3.5
TesterCArLM,스페셜라이즈드 프레임,2.5
TesterCArLM,엘파마 레이다 로드,2.5
TesterCArLM,아르곤 18 갈리움 cs,4.0
TesterCArLM,치넬리 비고렐리 샤크,4.5
Testerxaqrj,2017 콘스탄틴 버나드,3.5
Testerxaqrj,스페셜라이즈드 프레임,2.5
Testerxaqrj,엘파마 레이다 로드,2.5
Testerxaqrj,아르곤 18 갈리움 cs,4.0
Testerxaqrj,치넬리 비고렐리 샤크,4.5
TesterYKiLr,2017 콘스탄틴 버나드,3.5
TesterYKiLr,스페셜라이즈드 프레임,2.5
TesterYKiLr,엘파마 레이다 로드,2.5
TesterYKiLr,아르곤 18 갈리움 cs,4.0
TesterYKiLr,치넬리 비고렐리 샤크,4.5
TesterxkxzY,2017 콘스탄틴 버나드,3.5
TesterxkxzY,스페셜라이즈드 프레임,2.5
TesterxkxzY,엘파마 레이다 로드,2.5
TesterxkxzY,아르곤 18 갈리움 cs,4.0
TesterxkxzY,치넬리 비고렐리 샤크,4.5
TesterXutgs,2017 콘스탄틴 버나드,3.5
TesterXutgs,스페셜라이즈드 프레임,2.5
TesterXutgs,엘파마 레이다 로드,2.5
TesterXutgs,아르곤 18 갈리움 cs,4.0
TesterXutgs,치넬리 비고렐리 샤크,4.5
TesteryAFpS,2017 콘스탄틴 버나드,3.5
TesteryAFpS,스페셜라이즈드 프레임,2.5
TesteryAFpS,엘파마 레이다 로드,2.5
TesteryAFpS,아르곤 18 갈리움 cs,4.0
TesteryAFpS,치넬리 비고렐리 샤크,4.5
TesterwdtID,2017 콘스탄틴 버나드,3.5
TesterwdtID,스페셜라이즈드 프레임,2.5
TesterwdtID,엘파마 레이다 로드,2.5
TesterwdtID,아르곤 18 갈리움 cs,4.0
TesterwdtID,치넬리 비고렐리 샤크,4.5
TesterjHkmS,2017 콘스탄틴 버나드,3.5
TesterjHkmS,스페셜라이즈드 프레임,2.5
TesterjHkmS,엘파마 레이다 로드,2.5
TesterjHkmS,아르곤 18 갈리움 cs,4.0
TesterjHkmS,치넬리 비고렐리 샤크,4.5
TestergmfyT,2017 콘스탄틴 버나드,3.5
TestergmfyT,스페셜라이즈드 프레임,2.5
TestergmfyT,엘파마 레이다 로드,2.5
TestergmfyT,아르곤 18 갈리움 cs,4.0
TestergmfyT,치넬리 비고렐리 샤크,4.5
TesterzcqcS,2017 콘스탄틴 버나드,3.5
TesterzcqcS,스페셜라이즈드 프레임,2.5
TesterzcqcS,엘파마 레이다 로드,2.5
TesterzcqcS,아르곤 18 갈리움 cs,4.0
TesterzcqcS,치넬리 비고렐리 샤크,4.5
TesterTfuzE,2017 콘스탄틴 버나드,3.5
TesterTfuzE,스페셜라이즈드 프레임,2.5
TesterTfuzE,엘파마 레이다 로드,2.5
TesterTfuzE,아르곤 18 갈리움 cs,4.0
TesterTfuzE,치넬리 비고렐리 샤크,2.0
TesterITqbh,2017 콘스탄틴 버나드,3.5
TesterITqbh,스페셜라이즈드 프레임,2.5
TesterITqbh,엘파마 레이다 로드,2.5
TesterITqbh,아르곤 18 갈리움 cs,4.0
TesterITqbh,치넬리 비고렐리 샤크,1.0
TesterPsfcq,2017 콘스탄틴 버나드,3.5
TesterPsfcq,스페셜라이즈드 프레임,2.5
TesterPsfcq,엘파마 레이다 로드,2.5
TesterPsfcq,아르곤 18 갈리움 cs,4.0
TesterPsfcq,치넬리 비고렐리 샤크,3.0
TesterkocJH,엘파마 레이다 로드,3.5
TesterkocJH,2018 콘스탄틴 드래그,3.5
TesterkocJH,아르곤 18 갈리움 cs,3.5
TesterkocJH,스페셜라이즈드 프레임,3.5
TesterkocJH,치넬리 비고렐리 샤크,3.0
TesterwkaVb,2017 콘스탄틴 버나드,3.0
TesterwkaVb,2018 콘스탄틴 드래그,3.5
TesterwkaVb,아르곤 18 갈리움 cs,2.0
TesterwkaVb,치넬리 비고렐리 샤크,3.0
TesterwkaVb,치넬리 벨트릭스,3.5
TestermMBAd,2018 콘스탄틴 드래그,2.0
TestermMBAd,엘파마 레이다 로드,2.0
TestermMBAd,2017 콘스탄틴 버나드,2.0
TestermMBAd,스페셜라이즈드 프레임,2.0
TestermMBAd,치넬리 벨트릭스,5.0
TesterQWYpr,2017 콘스탄틴 버나드,5.0
TesterQWYpr,엘파마 레이다 로드,2.0
TesterQWYpr,치넬리 벨트릭스,1.0
TesterQWYpr,스페셜라이즈드 프레임,4.5
TesterQWYpr,치넬리 비고렐리 샤크,2.0
TestervqySK,엘파마 레이다 로드,4.0
TestervqySK,치넬리 벨트릭스,3.0
TestervqySK,2018 콘스탄틴 드래그,2.5
TestervqySK,스페셜라이즈드 프레임,2.0
TestervqySK,치넬리 비고렐리 샤크,3.0
TesterMqtAB,치넬리 벨트릭스,2.0
TesterMqtAB,2018 콘스탄틴 드래그,3.0
TesterMqtAB,스페셜라이즈드 프레임,3.0
TesterMqtAB,아르곤 18 갈리움 cs,2.0
TesterMqtAB,엘파마 레이다 로드,3.0
TesterjBuXX,2017 콘스탄틴 버나드,4.0
TesterjBuXX,아르곤 18 갈리움 cs,3.0
TesterjBuXX,엘파마 레이다 로드,3.0
TesterjBuXX,치넬리 벨트릭스,2.0
TesterjBuXX,스페셜라이즈드 프레임,3.5
TesterQEzWh,아르곤 18 갈리움 cs,3.5
TesterQEzWh,2017 콘스탄틴 버나드,3.5
TesterQEzWh,엘파마 레이다 로드,2.5
TesterQEzWh,스페셜라이즈드 프레임,4.5
TesterQEzWh,치넬리 비고렐리 샤크,4.0
TesterPFftb,2017 콘스탄틴 버나드,3.0
TesterPFftb,2018 콘스탄틴 드래그,4.0
TesterPFftb,스페셜라이즈드 프레임,2.0
TesterPFftb,아르곤 18 갈리움 cs,3.0
TesterPFftb,치넬리 비고렐리 샤크,5.0
TesterCzmto,스페셜라이즈드 프레임,3.5
TesterCzmto,아르곤 18 갈리움 cs,3.5
TesterCzmto,2017 콘스탄틴 버나드,3.5
TesterCzmto,엘파마 레이다 로드,4.0
TesterCzmto,치넬리 비고렐리 샤크,5.0
TesteroPbhi,스페셜라이즈드 프레임,3.5
TesteroPbhi,2018 콘스탄틴 드래그,5.0
TesteroPbhi,2017 콘스탄틴 버나드,2.5
TesteroPbhi,엘파마 레이다 로드,2.0
TesteroPbhi,아르곤 18 갈리움 cs,3.5
TesterMzJvM,치넬리 벨트릭스,3.0
TesterMzJvM,아르곤 18 갈리움 cs,4.0
TesterMzJvM,2017 콘스탄틴 버나드,3.0
TesterMzJvM,치넬리 비고렐리 샤크,4.5
TesterMzJvM,엘파마 레이다 로드,3.5
TesteranILK,치넬리 벨트릭스,3.0
TesteranILK,치넬리 비고렐리 샤크,3.5
TesteranILK,스페셜라이즈드 프레임,3.5
TesteranILK,아르곤 18 갈리움 cs,3.5
TesteranILK,2017 콘스탄틴 버나드,4.0
TesterctgpS,2017 콘스탄틴 버나드,3.5
TesterctgpS,아르곤 18 갈리움 cs,3.5
TesterctgpS,2018 콘스탄틴 드래그,4.5
TesterctgpS,치넬리 비고렐리 샤크,3.5
TesterctgpS,엘파마 레이다 로드,4.5
TesterWyHrW,2017 콘스탄틴 버나드,2.5
TesterWyHrW,2018 콘스탄틴 드래그,3.5
TesterWyHrW,엘파마 레이다 로드,2.5
TesterWyHrW,치넬리 비고렐리 샤크,4.5
TesterWyHrW,아르곤 18 갈리움 cs,4.5
TesterVEALt,치넬리 벨트릭스,3.0
TesterVEALt,엘파마 레이다 로드,4.5
TesterVEALt,2017 콘스탄틴 버나드,2.5
TesterVEALt,2018 콘스탄틴 드래그,4.5
TesterVEALt,아르곤 18 갈리움 cs,2.5
Tester,엘파마 레이다 로드,4.0
Tester,스페셜라이즈드 프레임,3.5
Tester,2017 콘스탄틴 버나드,3.5
Tester,치넬리 비고렐리 샤크,2.5
Tester,아르곤 18 갈리움 cs,3.5
TesterUkrAd,엘파마 레이다 로드,4.0
TesterUkrAd,스페셜라이즈드 프레임,3.5
TesterUkrAd,2017 콘스탄틴 버나드,3.5
TesterUkrAd,치넬리 비고렐리 샤크,2.5
TesterUkrAd,아르곤 18 갈리움 cs,3.5
